0  |VLT ID         |Creation Date Time          |Log Sequence   |Device ID      |Transaction ID |Game Time                   |play State          |play Result         |Denom               |Initial wager       |Final wager         |Initial Win         |Secondary Played    |Secondary wager     |Secondary Win       |Final Win           |paytable Id                     |Theme Id                        |Initial Start Time          |Initial Player Cashable Amount|Initial Player Non Cashable Amount |Initial Player Promo Amount        |player Cashable Amount   |player Non Cashable Amoun|player Promo Amount      |PlayerSession ID |Player ID      |
0  |win Level Index|win Level Combo   |progressive Allowed |
0  |Device Class   |Device ID      |transaction ID |Log Sequence   |Cashable Amount|Promo Amount   |Non Cashable Amount |
0  |VLT ID         |Creation Date Time          |Device ID      |transaction ID |currency ID    |denom ID       |baseCashableAmt|noteDateTime                |
0  |VLT ID         |Creation Date Time          |Device ID      |transaction ID |validation ID            |voucher Sequenc|voucher Amt    |transferDateTime            |
4  |143709         |2020-12-02-08.33.42.000000  |1              |3243813        |USD            |$5                  |$5                  |2020-12-02-08.33.42.000000  |
4  |               |                            |1              |3243816        |USD            |$5                  |$5                  |2020-12-02-08.34.20.000000  |
5  |143709         |2020-12-02-08.33.50.000000  |1              |3243814        |XXXXXXXXXXXXXX1900       |5640           |$5                  |2020-12-02-08.33.45.000000  |

1  |143709         |2020-12-02-08.34.29.000000  |3185875        |18             |3243817             |2020-12-02-08.34.29.000000  |G2S_gameEnded       |G2S_gameWon         |$0.01               |$0.5                |$0.5                |$0.1                |$0                  |$0                  |$0                  |$0.1                |GTK_10800A-PS                   |GTK_OceanMagic                  |2020-12-02-08.34.27.000000  |$4.5                |$0                  |$0                  |$4.60               |$0                  |$0                  |0                |0              |
2  |22                  |Main Game Wins_3 YellowStarfis|false               |

1  |               |                            |3185876        |18             |3243818             |2020-12-02-08.34.33.000000  |G2S_gameEnded       |G2S_gameLost        |$0.01               |$0.5                |$0.5                |$0                  |$0                  |$0                  |$0                  |$0                  |GTK_10800A-PS                   |GTK_OceanMagic                  |2020-12-02-08.34.30.000000  |$4.10               |$0                  |$0                  |$4.10               |$0                  |$0                  |0                |0              |

1  |               |                            |3185877        |18             |3243819             |2020-12-02-08.34.36.000000  |G2S_gameEnded       |G2S_gameLost        |$0.01               |$0.5                |$0.5                |$0                  |$0                  |$0                  |$0                  |$0                  |GTK_10800A-PS                   |GTK_OceanMagic                  |2020-12-02-08.34.33.000000  |$3.6                |$0                  |$0                  |$3.6                |$0                  |$0                  |0                |0              |

1  |               |                            |3185878        |18             |3243820             |2020-12-02-08.34.39.000000  |G2S_gameEnded       |G2S_gameLost        |$0.01               |$0.5                |$0.5                |$0                  |$0                  |$0                  |$0                  |$0                  |GTK_10800A-PS                   |GTK_OceanMagic                  |2020-12-02-08.34.36.000000  |$3.1                |$0                  |$0                  |$3.1                |$0                  |$0                  |0                |0              |